Row ID,Order Date,Ship Date,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,year,month,quarter,day_of_week,delivery_days
217,2016-01-02,2016-01-09,Standard Class,Corporate,Medina,Ohio,East,Technology,Accessories,89.584,2016,1,1,5,7
218,2017-10-28,2017-11-01,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,93.06,2017,10,4,5,4
219,2017-10-28,2017-11-01,Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,302.376,2017,10,4,5,4
220,2016-12-24,2016-12-27,First Class,Consumer,Dublin,Ohio,East,Office Supplies,Fasteners,5.584,2016,12,4,5,3
221,2016-12-24,2016-12-27,First Class,Consumer,Dublin,Ohio,East,Office Supplies,Paper,22.704,2016,12,4,5,3
222,2016-12-24,2016-12-27,First Class,Consumer,Dublin,Ohio,East,Office Supplies,Binders,19.776,2016,12,4,5,3
223,2016-12-24,2016-12-27,First Class,Consumer,Dublin,Ohio,East,Furniture,Furnishings,72.704,2016,12,4,5,3
224,2016-12-24,2016-12-27,First Class,Consumer,Dublin,Ohio,East,Technology,Machines,479.988,2016,12,4,5,3
225,2016-12-24,2016-12-27,First Class,Consumer,Dublin,Ohio,East,Office Supplies,Art,27.168,2016,12,4,5,3
226,2016-08-09,2016-08-16,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Art,2.2,2016,8,3,1,7
227,2016-08-09,2016-08-16,Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Tables,622.45,2016,8,3,1,7
228,2016-08-09,2016-08-16,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,21.98,2016,8,3,1,7
229,2016-02-28,2016-03-04,Standard Class,Consumer,Columbia,Tennessee,South,Furniture,Chairs,161.568,2016,2,1,6,5
230,2016-02-28,2016-03-04,Standard Class,Consumer,Columbia,Tennessee,South,Furniture,Chairs,389.696,2016,2,1,6,5
231,2015-09-13,2015-09-17,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Binders,18.648,2015,9,3,6,4
232,2018-04-07,2018-04-12,Standard Class,Home Office,Tampa,Florida,South,Furniture,Tables,233.86,2018,4,2,5,5
233,2018-04-07,2018-04-12,Standard Class,Home Office,Tampa,Florida,South,Furniture,Tables,620.6145,2018,4,2,5,5
234,2018-04-07,2018-04-12,Standard Class,Home Office,Tampa,Florida,South,Office Supplies,Binders,5.328,2018,4,2,5,5
235,2018-04-07,2018-04-12,Standard Class,Home Office,Tampa,Florida,South,Furniture,Furnishings,258.072,2018,4,2,5,5
236,2018-04-07,2018-04-12,Standard Class,Home Office,Tampa,Florida,South,Technology,Accessories,617.976,2018,4,2,5,5
237,2018-11-12,2018-11-16,Standard Class,Corporate,Santa Clara,California,West,Office Supplies,Paper,10.56,2018,11,4,0,4
238,2017-06-04,2017-06-09,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,25.92,2017,6,2,6,5
239,2017-06-04,2017-06-09,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,419.68,2017,6,2,6,5
240,2017-06-04,2017-06-09,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,11.688,2017,6,2,6,5
241,2017-06-04,2017-06-09,Second Class,Consumer,Chicago,Illinois,Central,Technology,Phones,31.984,2017,6,2,6,5
242,2017-06-04,2017-06-09,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,177.225,2017,6,2,6,5
243,2017-06-04,2017-06-09,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,4.044,2017,6,2,6,5
244,2017-06-04,2017-06-09,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Art,7.408,2017,6,2,6,5
245,2015-06-01,2015-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Furniture,Chairs,2001.86,2015,6,2,0,5
246,2015-06-01,2015-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Storage,166.72,2015,6,2,0,5
247,2015-06-01,2015-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,47.88,2015,6,2,0,5
248,2015-06-01,2015-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Appliances,1503.25,2015,6,2,0,5
249,2015-06-01,2015-06-06,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,25.92,2015,6,2,0,5
250,2017-12-10,2017-12-15,Second Class,Consumer,San Francisco,California,West,Furniture,Chairs,321.568,2017,12,4,6,5
251,2017-09-11,2017-09-17,Standard Class,Consumer,San Diego,California,West,Office Supplies,Paper,7.61,2017,9,3,0,6
252,2017-09-11,2017-09-17,Standard Class,Consumer,San Diego,California,West,Technology,Accessories,3347.37,2017,9,3,0,6
253,2017-12-10,2017-12-13,First Class,Consumer,New York City,New York,East,Office Supplies,Storage,80.58,2017,12,4,6,3
254,2017-12-10,2017-12-13,First Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,361.92,2017,12,4,6,3
255,2016-11-28,2016-12-04,Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,12.132,2016,11,4,0,6
256,2016-11-28,2016-12-04,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,82.368,2016,11,4,0,6
257,2016-11-28,2016-12-04,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,53.92,2016,11,4,0,6
258,2016-11-28,2016-12-04,Standard Class,Corporate,Chicago,Illinois,Central,Technology,Phones,647.904,2016,11,4,0,6
259,2018-12-01,2018-12-03,Second Class,Consumer,New York City,New York,East,Technology,Accessories,20.37,2018,12,4,5,2
260,2018-12-01,2018-12-03,Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,221.55,2018,12,4,5,2
261,2018-12-01,2018-12-03,Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,17.52,2018,12,4,5,2
262,2018-06-08,2018-06-12,Standard Class,Corporate,Pasadena,Texas,Central,Office Supplies,Appliances,1.624,2018,6,2,4,4
263,2015-09-19,2015-09-21,Second Class,Corporate,Houston,Texas,Central,Technology,Machines,3059.982,2015,9,3,5,2
264,2015-09-19,2015-09-21,Second Class,Corporate,Houston,Texas,Central,Technology,Machines,2519.958,2015,9,3,5,2
265,2017-06-06,2017-06-13,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,328.224,2017,6,2,1,7
266,2016-11-10,2016-11-15,Standard Class,Consumer,Brentwood,California,West,Technology,Accessories,79.9,2016,11,4,3,5
267,2018-06-16,2018-06-20,Standard Class,Corporate,Chapel Hill,North Carolina,South,Office Supplies,Art,14.016,2018,6,2,5,4
268,2017-01-22,2017-01-28,Standard Class,Consumer,Morristown,New Jersey,East,Office Supplies,Fasteners,7.56,2017,1,1,6,6
269,2018-12-09,2018-12-13,Standard Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Storage,37.208,2018,12,4,6,4
270,2018-12-09,2018-12-13,Standard Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Envelopes,57.576,2018,12,4,6,4
271,2018-12-28,2019-01-02,Second Class,Corporate,San Francisco,California,West,Office Supplies,Storage,725.84,2018,12,4,4,5
272,2016-07-30,2016-07-31,First Class,Consumer,San Francisco,California,West,Technology,Accessories,209.93,2016,7,3,5,1
273,2016-07-30,2016-07-31,First Class,Consumer,San Francisco,California,West,Furniture,Furnishings,5.28,2016,7,3,5,1
274,2016-07-30,2016-07-31,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,10.92,2016,7,3,5,1
275,2018-09-16,2018-09-17,First Class,Corporate,Inglewood,California,West,Office Supplies,Paper,8.82,2018,9,3,6,1
276,2018-09-16,2018-09-17,First Class,Corporate,Inglewood,California,West,Office Supplies,Art,5.98,2018,9,3,6,1
277,2018-10-13,2018-10-17,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,11.648,2018,10,4,5,4
278,2018-10-13,2018-10-17,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,18.176,2018,10,4,5,4
279,2018-10-13,2018-10-17,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,59.712,2018,10,4,5,4
280,2018-10-13,2018-10-17,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,24.84,2018,10,4,5,4
281,2016-09-26,2016-09-28,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.08,2016,9,3,0,2
282,2016-09-26,2016-09-28,Second Class,Consumer,Houston,Texas,Central,Technology,Phones,1114.4,2016,9,3,0,2
283,2016-11-02,2016-11-06,Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,1038.84,2016,11,4,2,4
284,2016-09-26,2016-10-02,Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,141.76,2016,9,3,0,6
285,2016-09-26,2016-10-02,Standard Class,Consumer,Portland,Oregon,West,Technology,Accessories,239.8,2016,9,3,0,6
286,2016-09-26,2016-10-02,Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,31.104,2016,9,3,0,6
287,2017-12-18,2017-12-20,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Binders,254.058,2017,12,4,0,2
288,2017-12-18,2017-12-20,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Appliances,194.528,2017,12,4,0,2
289,2017-12-18,2017-12-20,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Supplies,961.48,2017,12,4,0,2
290,2017-11-20,2017-11-24,Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Fasteners,19.096,2017,11,4,0,4
291,2017-11-20,2017-11-24,Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Labels,18.496,2017,11,4,0,4
292,2017-11-20,2017-11-24,Second Class,Home Office,Columbus,Ohio,East,Technology,Accessories,255.984,2017,11,4,0,4
293,2017-11-20,2017-11-24,Second Class,Home Office,Columbus,Ohio,East,Furniture,Bookcases,86.97,2017,11,4,0,4
294,2015-12-26,2015-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,300.416,2015,12,4,5,2
295,2015-12-26,2015-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Chairs,230.352,2015,12,4,5,2
296,2015-12-26,2015-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,218.352,2015,12,4,5,2
297,2015-12-26,2015-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Binders,78.6,2015,12,4,5,2
298,2015-12-26,2015-12-28,First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Fasteners,27.552,2015,12,4,5,2
299,2017-10-28,2017-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,32.4,2017,10,4,5,6
300,2017-10-28,2017-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Storage,1082.48,2017,10,4,5,6
301,2017-10-28,2017-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,56.91,2017,10,4,5,6
302,2017-10-28,2017-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Furniture,Furnishings,77.6,2017,10,4,5,6
303,2017-10-28,2017-11-03,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Binders,14.28,2017,10,4,5,6
304,2018-11-19,2018-11-23,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,219.075,2018,11,4,0,4
305,2016-05-04,2016-05-09,Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,26.8,2016,5,2,2,5
306,2015-12-30,2016-01-04,Standard Class,Corporate,Taylor,Michigan,Central,Office Supplies,Art,9.84,2015,12,4,2,5
307,2015-06-01,2015-06-06,Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Binders,45.48,2015,6,2,0,5
308,2015-06-01,2015-06-06,Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Art,289.2,2015,6,2,0,5
309,2018-04-15,2018-04-17,First Class,Consumer,Arlington,Virginia,South,Office Supplies,Art,4.89,2018,4,2,6,2
310,2017-09-12,2017-09-14,Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.136,2017,9,3,1,2
311,2017-09-12,2017-09-14,Second Class,Corporate,Arvada,Colorado,West,Furniture,Chairs,466.768,2017,9,3,1,2
312,2017-09-12,2017-09-14,Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.232,2017,9,3,1,2
313,2017-09-12,2017-09-14,Second Class,Corporate,Arvada,Colorado,West,Office Supplies,Labels,6.264,2017,9,3,1,2
314,2015-09-27,2015-10-03,Standard Class,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,87.54,2015,9,3,6,6
315,2015-08-09,2015-08-16,Standard Class,Corporate,Saint Petersburg,Florida,South,Technology,Phones,178.384,2015,8,3,6,7
316,2015-08-09,2015-08-16,Standard Class,Corporate,Saint Petersburg,Florida,South,Office Supplies,Paper,15.552,2015,8,3,6,7
317,2015-12-28,2015-12-30,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,99.136,2015,12,4,0,2
318,2015-11-04,2015-11-09,Standard Class,Home Office,New York City,New York,East,Furniture,Chairs,135.882,2015,11,4,2,5
319,2015-11-04,2015-11-09,Standard Class,Home Office,New York City,New York,East,Technology,Machines,3991.98,2015,11,4,2,5
320,2015-11-04,2015-11-09,Standard Class,Home Office,New York City,New York,East,Technology,Phones,275.94,2015,11,4,2,5
321,2015-11-04,2015-11-09,Standard Class,Home Office,New York City,New York,East,Technology,Accessories,360.0,2015,11,4,2,5
322,2015-11-04,2015-11-09,Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,43.57,2015,11,4,2,5
323,2015-09-19,2015-09-24,Standard Class,Corporate,Long Beach,California,West,Office Supplies,Fasteners,7.16,2015,9,3,5,5
324,2017-04-23,2017-04-27,Standard Class,Corporate,Hesperia,California,West,Office Supplies,Binders,251.52,2017,4,2,6,4
325,2017-04-23,2017-04-27,Standard Class,Corporate,Hesperia,California,West,Technology,Accessories,99.99,2017,4,2,6,4
326,2018-11-03,2018-11-05,Second Class,Corporate,Murfreesboro,Tennessee,South,Furniture,Furnishings,15.992,2018,11,4,5,2
327,2017-08-30,2017-09-01,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,290.898,2017,8,3,2,2
328,2017-08-30,2017-09-01,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,54.224,2017,8,3,2,2
329,2017-08-30,2017-09-01,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,786.744,2017,8,3,2,2
330,2017-08-30,2017-09-01,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,100.24,2017,8,3,2,2
331,2017-08-30,2017-09-01,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,37.764,2017,8,3,2,2
332,2017-04-25,2017-04-29,Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,82.8,2017,4,2,1,4
333,2017-04-25,2017-04-29,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,20.724,2017,4,2,1,4
334,2017-04-25,2017-04-29,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.896,2017,4,2,1,4
335,2016-09-01,2016-09-04,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,4.752,2016,9,3,3,3
336,2016-09-01,2016-09-04,Second Class,Consumer,Los Angeles,California,West,Technology,Copiers,959.984,2016,9,3,3,3
337,2016-09-01,2016-09-04,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,14.368,2016,9,3,3,3
338,2015-07-12,2015-07-17,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,7.712,2015,7,3,6,5
339,2015-07-12,2015-07-17,Standard Class,Corporate,San Francisco,California,West,Furniture,Tables,698.352,2015,7,3,6,5
340,2016-06-22,2016-06-26,Second Class,Consumer,Layton,Utah,West,Office Supplies,Fasteners,4.96,2016,6,2,2,4
341,2015-04-13,2015-04-17,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,17.856,2015,4,2,0,4
342,2015-04-13,2015-04-17,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,509.97,2015,4,2,0,4
343,2015-04-13,2015-04-17,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,30.992,2015,4,2,0,4
344,2015-04-13,2015-04-17,Second Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,71.928,2015,4,2,0,4
345,2016-12-20,2016-12-24,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,88.8,2016,12,4,1,4
346,2018-06-15,2018-06-19,Standard Class,Consumer,San Francisco,California,West,Technology,Phones,47.976,2018,6,2,4,4
347,2018-07-08,2018-07-12,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,7.56,2018,7,3,6,4
348,2018-07-08,2018-07-12,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Paper,24.56,2018,7,3,6,4
349,2018-07-08,2018-07-12,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,12.96,2018,7,3,6,4
350,2017-09-01,2017-09-03,First Class,Home Office,New York City,New York,East,Technology,Accessories,6.79,2017,9,3,4,2
351,2017-09-01,2017-09-03,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,24.56,2017,9,3,4,2
352,2017-09-01,2017-09-03,First Class,Home Office,New York City,New York,East,Office Supplies,Binders,3.048,2017,9,3,4,2
353,2017-09-01,2017-09-03,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,49.12,2017,9,3,4,2
354,2017-09-01,2017-09-03,First Class,Home Office,New York City,New York,East,Office Supplies,Binders,4355.168,2017,9,3,4,2
355,2017-04-08,2017-04-13,Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,388.704,2017,4,2,5,5
356,2017-04-08,2017-04-13,Standard Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,8.26,2017,4,2,5,5
357,2017-04-08,2017-04-13,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,17.04,2017,4,2,5,5
358,2017-04-08,2017-04-13,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,34.4,2017,4,2,5,5
359,2017-04-23,2017-04-28,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Paper,36.24,2017,4,2,6,5
360,2018-03-08,2018-03-11,First Class,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,647.84,2018,3,1,3,3
361,2018-03-08,2018-03-11,First Class,Corporate,Columbus,Georgia,South,Office Supplies,Labels,20.7,2018,3,1,3,3
362,2018-09-25,2018-10-01,Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,20.7,2018,9,3,1,6
363,2018-09-25,2018-10-01,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,488.646,2018,9,3,1,6
364,2018-09-25,2018-10-01,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,5.56,2018,9,3,1,6
365,2018-09-25,2018-10-01,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,47.12,2018,9,3,1,6
366,2015-09-24,2015-09-29,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,211.96,2015,9,3,3,5
367,2017-10-21,2017-10-21,Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Binders,23.2,2017,10,4,5,0
368,2017-10-21,2017-10-21,Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Supplies,7.36,2017,10,4,5,0
369,2017-10-21,2017-10-21,Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Storage,104.79,2017,10,4,5,0
370,2017-10-21,2017-10-21,Same Day,Corporate,Manchester,Connecticut,East,Furniture,Bookcases,1043.92,2017,10,4,5,0
371,2018-05-29,2018-06-04,Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,25.92,2018,5,2,1,6
372,2018-05-29,2018-06-04,Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Storage,53.424,2018,5,2,1,6
373,2015-07-23,2015-07-27,Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Binders,8.16,2015,7,3,3,4
374,2015-07-23,2015-07-27,Standard Class,Consumer,Tucson,Arizona,West,Technology,Accessories,1023.936,2015,7,3,3,4
375,2015-07-23,2015-07-27,Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Art,9.24,2015,7,3,3,4
376,2015-07-23,2015-07-27,Standard Class,Consumer,Tucson,Arizona,West,Technology,Accessories,479.04,2015,7,3,3,4
377,2017-09-28,2017-10-01,First Class,Corporate,Quincy,Illinois,Central,Office Supplies,Paper,99.136,2017,9,3,3,3
378,2018-08-27,2018-09-01,Standard Class,Corporate,Franklin,Massachusetts,East,Furniture,Tables,1488.424,2018,8,3,0,5
379,2016-04-28,2016-05-05,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,8.652,2016,4,2,3,7
380,2016-04-28,2016-05-05,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,23.832,2016,4,2,3,7
381,2016-04-28,2016-05-05,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,12.176,2016,4,2,3,7
